Spot_id,Lng,Lat
B2005,121.374939,31.00481
B2009,121.385323,31.171423
B2013,121.347214,31.264067
B2028,121.575546,31.188457
B2039,121.02845,30.896645
B2050,121.590622,31.087278
B2051,121.160706,30.93499
B2057,121.493187,31.168928
B2071,121.531601,31.189184
B2072,121.650116,31.610044
B2076,121.458107,30.947718
B2078,121.424751,30.873747
B2079,121.474396,31.240791
B2080,121.604553,31.346666
B2100,121.224556,31.052811
B2102,121.439095,31.142307
B2111,121.283752,30.965252
B2115,121.462807,31.217241
B2124,121.223701,30.785616
B2142,121.132538,31.360628
B2173,121.214981,31.34737
B2175,121.748711,31.160755
B2179,121.323875,30.919706
B2180,121.433151,31.144623
B2200,121.37796,31.128811
B2204,121.554703,31.038515
B2212,121.554169,31.351801
B2215,121.419357,31.017813
B2216,121.488792,31.370325
B2223,121.556831,31.594126
B2225,121.65123,31.207489
B2228,121.231873,31.314877
B2232,121.497589,30.958612
B2244,121.360413,31.409433
B2259,121.492157,31.163452
B2266,121.595909,31.616352
B2274,121.509361,31.369953
B2289,121.42231,31.302515
B2290,121.444359,30.908937
B2292,121.691002,31.275703
B2296,121.356697,30.728218
B2305,121.369492,31.220348
B2309,121.527321,31.717699
B2314,121.234406,31.107313
B2324,121.273514,31.13097
B2328,121.471893,31.406641
B2329,121.550797,31.184931
B2342,121.213249,31.415979
B2348,121.403214,31.002649
B2352,121.400108,31.088026
B2360,121.237488,31.184649
B2378,121.484932,31.277847
B2387,121.777618,30.93997
B2389,121.340912,30.727642
B2392,121.429893,31.091587
B2403,121.437347,31.235388
B2413,121.504532,31.160645
B2425,121.523827,31.30175
B2433,121.463531,31.202091
B2434,121.473923,31.11639
B2439,121.450027,31.296278
B2442,121.539444,31.314219
B2445,121.228539,31.152069
B2469,121.185173,31.194674
B2472,121.094711,31.142912
B2492,121.635925,31.591179
B2493,121.521858,31.197922
B2501,121.804428,30.912563
B2508,121.534927,31.22805
B2531,121.685349,31.237862
B2534,121.579941,31.36915
B2547,121.581047,31.270584
B2553,121.433807,31.397938
B2576,121.399483,31.622505
B2583,121.451889,31.147926
B2585,121.387047,31.24081
B2587,121.30822,31.236809
B2600,121.108772,30.940639
B2621,121.404373,31.074003
B2636,120.970863,31.051273
B2639,121.652901,31.038706
B2643,121.549622,31.229456
B2647,121.577927,31.350485
B2652,121.439377,31.106394
B2664,121.605583,31.297647
B2670,121.363167,31.113111
B2671,121.353287,31.410719
B2676,121.322372,31.072767
B2678,121.371597,31.16707
B2682,121.476654,31.249422
B2698,121.455933,31.323576
B2710,121.18734,31.09823
B2735,121.086761,30.944557
B2736,121.607979,31.051109
B2740,121.314087,31.193562
B2755,121.500679,31.38039
B2756,121.188942,31.023045
B2767,121.434181,31.222761
B2775,121.259819,31.117577
B2782,121.314423,31.181871
B2816,121.483337,31.287567
B2829,121.033676,30.867598
B2831,121.470436,30.838444
B2841,121.464058,31.181395
B2849,121.229385,31.012819
B2853,121.218231,31.046228
B2858,121.169388,31.362211
B2866,121.395363,31.110878
B2867,121.527664,31.204233
B2871,121.514999,30.997826
B2872,121.225266,30.978098
B2873,121.309372,31.11455
B2874,121.580536,31.029673
B2881,121.135849,31.257633
B2886,121.730721,30.897991
B2887,121.425468,30.980801
B2891,121.492699,31.254965
B2892,121.547684,31.173698
B2909,121.433128,30.830486
B2921,121.299911,31.183367
B2944,121.51712,31.309078
B2948,121.284439,31.114788
B2961,121.41552,31.262398
B2962,121.218086,31.18223
B2967,121.361465,31.173304
B2975,121.733437,31.242422
B2977,121.711349,31.38236
B2978,121.431664,31.216503
B2992,121.435387,31.01078
B3010,121.388443,31.192585
B3011,121.304893,31.204084
B3028,121.2771,30.9296
B3030,121.360489,31.242393
B3036,121.376007,31.075157
B3039,121.641968,31.026829
B3042,121.300865,31.054951
B3044,121.217834,31.326952
B3045,121.236534,31.044254
B3054,121.416237,31.123516
B3078,121.13311,30.9408
B3080,120.915833,31.118324
B3086,121.446693,31.266584
B3097,121.562035,31.18589
B3103,121.432465,31.326956
B3109,121.311722,31.017475
B3130,121.525185,31.133606
B3131,121.358261,30.998384
B3132,121.393272,31.201136
B3140,121.270027,31.298624
B3150,121.400177,31.075306
B3153,121.454201,30.988474
B3180,121.330856,31.34602
B3188,121.38739,31.042973
B3214,121.414574,31.203459
B3224,121.574768,31.339949
B3226,121.35157,31.284885
B3228,121.153984,30.891064
B3229,121.33725,30.8557
B3256,121.064926,31.10998
B3273,121.340729,31.291519
B3285,121.345833,30.725599
B3297,121.565842,31.118467
B3304,121.518257,31.16778
B3310,121.882103,30.889294
B3321,121.452362,31.183287
B3341,121.651497,31.073963
B3346,121.452057,31.082781
B3350,121.514465,31.175945
B3360,121.194054,31.285664
B3362,121.227188,30.853678
B3369,121.80825,31.077826
B3374,121.471962,31.211878
B3377,121.452988,31.271837
B3384,121.245102,31.406025
B3407,121.739708,30.938505
B3408,121.233536,31.253248
B3410,121.224648,31.241997
B3415,121.321381,30.838604
B3419,121.416245,31.332813
B3421,121.494446,31.344044
B3437,121.50631,31.282183
B3452,121.477539,31.225107
B3480,121.420975,31.139032
B3486,121.589851,31.269966
B3491,121.271774,31.238932
B3496,121.582222,31.280378
B3510,121.404785,31.147013
B3524,121.256836,31.401962
B3526,121.601089,31.124447
B3528,121.544548,31.343054
B3533,121.488991,31.240604
B3536,121.602722,31.291054
B3546,121.199226,31.429941
B3549,121.405708,31.292974
B3550,121.43013,31.414715
B3553,121.440094,31.236223
B3573,121.180893,31.043203
B3588,121.354599,31.345491
B3608,121.588776,31.12709
B3610,121.753662,31.037689
B3617,121.452034,31.239349
B3629,121.172287,31.188467
B3630,121.257347,31.08173
B3636,121.805588,30.85183
B3640,121.593208,31.278456
B3641,121.65818,31.579699
B3649,121.1661,31.388252
B3652,121.431023,31.183949
B3653,121.575951,31.329004
B3655,121.259911,31.334658
B3656,121.349716,31.360241
B3661,121.215874,31.434357
B3688,121.424049,31.247982
B3695,121.753357,31.015383
B3697,121.226715,31.007364
B3700,121.701202,30.972155
B3709,121.429718,31.235815
B3713,121.412437,31.288992
B3717,121.447876,30.961803
B3719,121.557251,31.195765
B3731,121.426025,31.230061
B3742,121.526031,31.211525
B3743,121.348511,31.704599
B3753,121.633255,31.128538
B3778,121.467705,31.200136
B3792,121.391899,31.099316
B3796,121.266167,31.419083
B3802,121.360481,30.731003
B3808,121.500938,31.079268
B3814,121.299164,31.201344
B3815,121.409622,31.24667
B3820,121.229897,31.239851
B3821,121.526054,30.81987
B3831,121.693199,31.049871
B3841,121.180695,31.048456
B3847,121.708786,31.192747
B3848,121.312859,30.973511
B3854,121.451241,30.909765
B3862,121.311668,31.767344
B3885,121.48484,31.226887
B3893,121.079269,30.932482
B3895,121.648438,31.20697
B3907,121.551025,31.226252
B3912,121.135422,30.97366
B3918,121.767914,31.11171
B3920,121.790161,30.918354
B3930,121.780502,31.049517
B3934,121.3927,31.029182
B3938,121.209862,31.231331
B3939,121.410797,31.309156
B3942,121.435997,31.603664
B3944,121.138412,31.255028
B3946,121.370003,31.120134
B3952,121.709427,30.936089
B3954,121.241371,31.05876
B3957,121.227402,31.054411
B3970,121.337196,31.224691
B3979,121.450844,31.046289
B3982,121.821663,31.006601
B3983,121.369102,31.403542
B3988,121.540833,31.282036
B3990,121.823326,31.041739
B4003,121.312271,31.296051
B4004,121.761833,30.899744
B4014,121.375763,31.176563
B4028,121.269142,31.383369
B4051,121.435318,31.360252
B4052,121.313141,31.234993
B4054,121.48243,31.235765
B4061,121.512505,30.836683
B4072,121.478394,31.264608
B4074,121.806221,31.150721
B4095,121.384834,31.433582
B4098,121.42347,31.137671
B4102,121.304665,31.731213
B4104,121.368164,31.172461
B4106,121.086075,31.272413
B4109,121.313179,31.292736
B4110,121.611092,31.26173
B4111,121.681839,30.911489
B4113,121.574951,31.114302
B4117,121.269211,31.217617
B4135,121.396484,30.816074
B4142,121.71566,31.600044
B4159,121.430901,31.228853
B4160,121.610123,31.524004
B4170,121.053375,31.104134
B4173,121.04084,30.87668
B4191,121.355881,31.287472
B4192,121.22036,31.038179
B4204,121.347794,31.035357
B4216,121.615997,31.537571
B4219,121.083206,31.199358
B4222,121.591812,31.119841
B4231,121.726166,30.931767
B4233,121.45623,30.999231
B4253,121.276733,31.275425
B4254,121.385925,30.897427
B4255,121.473259,31.142591
B4269,121.280396,31.334723
B4274,121.201569,31.06941
B4279,120.966225,31.083885
B4281,121.32193,31.116476
B4284,121.322998,31.258402
B4296,121.163956,30.883965
B4300,121.357468,31.177479
B4306,121.221558,31.069218
B4310,121.672859,31.033619
B4315,121.739403,30.904354
B4324,121.524361,31.597178
B4333,121.490952,31.291
B4334,121.359192,31.21199
B4335,121.159744,31.364779
B4338,121.381653,31.819298
B4340,121.142395,31.310078
B4342,121.311783,31.145775
B4350,121.471428,31.254532
B4352,121.110138,31.141012
B4360,121.446655,30.951405
B4367,121.497513,31.224611
B4371,121.544922,31.23315
B4373,121.270844,31.174568
B4379,121.442993,31.272783
B4381,121.405243,31.427429
B4390,121.3936,31.024559
B4392,121.420425,31.136223
B4393,121.50901,31.179493
B4405,121.472496,31.246847
B4406,121.128281,31.145039
B4424,121.682632,31.277422
B4428,121.459923,31.272268
B4439,121.380447,31.286144
B4443,121.298431,31.338078
B4462,121.404243,31.158442
B4465,121.444519,31.26318
B4466,121.282288,31.161726
B4483,121.909447,30.972078
B4485,121.521873,31.067869
B4489,121.57132,31.153936
B4490,121.243324,31.308094
B4492,121.505699,31.316345
B4495,121.458321,30.91037
B4496,121.422913,31.296591
B4497,121.694252,31.190422
B4502,121.485756,31.346233
B4518,121.286354,31.128033
B4525,121.52951,31.124439
B4526,121.220154,31.275541
B4527,121.512726,31.281326
B4530,121.552017,31.280962
B4531,120.903244,31.048498
B4538,121.206032,31.316301
B4547,121.199257,31.293247
B4562,121.312103,31.270109
B4572,121.217171,30.895189
B4574,121.371506,31.19948
B4575,121.436699,31.276518
B4586,121.297272,31.131231
B4588,121.643333,31.321625
B4598,121.546768,31.031273
B4608,121.072685,30.869028
B4640,121.350288,31.103561
B4648,121.55455,31.283068
B4657,121.632423,31.315142
B4686,121.271446,31.168215
B4692,121.229752,31.363132
B4701,121.234924,31.201654
B4702,121.532921,31.306362
B4709,121.570969,31.14802
B4731,121.384171,30.980013
B4733,121.302422,30.948109
B4739,121.469017,31.365726
B4755,121.228256,31.156303
B4757,121.871094,30.92495
B4779,121.266281,31.235125
B4792,121.489479,30.916056
B4806,121.431938,31.237549
B4813,121.522835,31.138466
B4815,121.656082,31.024673
B4821,121.427338,31.406891
B4822,121.830627,30.903942
B4836,121.476601,31.290934
B4838,121.153282,31.293699
B4845,121.314026,31.113056
B4850,121.541077,31.298914
B4866,121.313728,31.030973
B4871,121.458481,31.256781
B4885,121.63237,31.424782
B4896,121.440178,31.184916
B4897,121.222633,31.249254
B4910,121.524208,31.182798
B4913,121.585175,31.12595
B4948,121.495811,31.403324
B4951,121.16275,31.207432
B4957,121.484619,31.404793
B4964,121.366989,31.214729
B4969,121.682091,31.023031
B4974,121.495178,30.845322
B4980,121.380226,31.294987
B4995,121.394699,31.164366
B5001,121.290695,31.705088
B5007,121.538734,31.317209
B5015,121.322739,31.369663
B5029,121.443047,30.963139
B5030,121.33683,30.746782
B5052,121.403061,30.934816
B5057,121.787346,30.894945
B5064,121.232681,31.204664
B5071,121.682693,31.241571
B5072,121.58889,31.109083
B5082,121.35228,31.343842
B5083,121.599014,31.127054
B5091,121.715675,31.243979
B5098,121.610657,31.291307
B5105,121.203148,31.015265
B5106,121.39856,31.15206
B5107,121.494179,30.998644
B5118,121.270691,31.018372
B5124,121.636391,31.314217
B5144,121.438492,31.245676
B5172,121.714195,31.210712
B5177,121.65374,31.210236
B5179,121.641045,31.21755
B5184,121.600037,31.121647
B5188,121.48497,31.15864
B5189,121.535721,31.283319
B5196,121.406929,31.085737
B5222,121.456818,31.205698
B5226,121.390854,31.036016
B5232,121.672432,31.110811
B5237,121.593811,31.254175
B5250,121.411209,31.131458
B5251,121.023994,30.893717
B5253,121.712341,31.076248
B5275,121.475311,30.885279
B5277,121.463333,31.297707
B5281,121.358269,30.989996
B5282,121.397736,31.087713
B5286,121.749031,31.221214
B5323,121.4646,31.215376
B5332,121.424355,31.416286
B5341,121.37751,31.090239
B5342,121.749573,31.239826
B5349,121.443237,31.193811
B5350,121.363708,31.346539
B5352,121.129662,30.925097
B5353,121.262924,31.152748
B5372,121.256348,30.88854
B5382,121.501099,31.120667
B5391,121.498093,31.21307
B5414,121.52301,31.181013
B5436,121.431374,31.131626
B5456,121.239273,31.113703
B5462,121.412231,31.080042
B5472,121.500992,31.23637
B5481,121.427818,31.243334
B5503,121.218086,31.289843
B5514,121.16671,30.900908
B5515,121.506042,31.234646
B5516,121.416672,31.277397
B5523,121.577477,31.354052
B5530,121.115479,31.103216
B5536,121.319641,31.362448
B5543,121.394836,31.099522
B5548,121.762474,31.106014
B5554,121.824593,31.048315
B5559,121.489304,31.153748
B5565,121.462265,31.384552
B5579,121.736137,31.13656
B5585,121.408569,31.039831
B5586,121.776489,31.021975
B5594,121.43219,31.226748
B5604,121.499046,31.126358
B5605,121.202881,31.008699
B5609,121.543114,30.837076
B5628,121.385529,31.083309
B5642,121.312035,31.307615
B5668,121.418159,30.896505
B5693,121.140755,31.25168
B5699,121.434029,31.313328
B5700,121.187706,30.811182
B5701,121.843269,31.033678
B5702,121.431786,31.276375
B5704,121.427719,31.190613
B5707,121.28746,31.107615
B5711,121.362083,31.436075
B5726,121.598076,31.123205
B5733,121.43502,30.913437
B5743,121.5709,31.109764
B5746,121.717728,31.157928
B5762,121.378174,31.01252
B5773,121.50724,30.971596
B5778,121.483902,31.246794
B5786,121.374619,31.103998
B5791,121.27726,31.003199
B5801,121.306076,31.501007
B5807,121.444435,30.988754
B5810,121.443825,31.207935
B5817,121.521606,31.221275
B5828,121.534119,31.193052
B5845,121.346947,30.718475
B5849,121.202423,30.961966
B5854,121.30912,30.936159
B5860,121.368294,31.028151
B5864,121.511734,31.275517
B5868,121.512497,31.089916
B5904,121.487701,31.368237
B5910,121.405113,31.057344
B5913,121.61145,31.018999
B5915,121.74781,31.165319
B5918,121.728027,31.206245
B5924,121.429398,30.994871
B5931,121.431419,31.176529
B5945,121.334328,31.45966
B5948,121.788162,30.857092
B5950,121.54187,31.244909
B5953,121.302765,31.287769
B5968,121.554726,31.311438
B5971,121.286263,31.48033
B5972,121.522011,30.846045
B5980,121.596321,31.279503
B5984,121.587181,31.293034
B5985,121.545197,31.283012
B5988,121.397118,31.014408
B5993,121.45211,31.211069
B5994,121.295219,31.004427
B5996,121.455872,30.950953
B5998,121.696777,31.396112
B6003,121.599503,30.885963
B6016,121.081375,31.230194
B6021,121.563148,31.149067
B6032,121.443924,31.389328
B6046,121.158516,31.291086
B6048,121.406845,31.32818
B6053,121.646774,31.113541
B6056,121.310501,31.224751
B6059,121.2798,31.085203
B6062,121.450508,31.020048
B6074,121.613419,31.528942
B6079,121.468567,31.252537
B6082,121.283569,31.32983
B6085,121.202972,30.822147
B6088,121.419067,31.36146
B6092,121.514824,30.963114
B6094,120.914215,31.09832
B6109,121.378815,31.174112
B6111,121.351143,31.193136
B6112,121.339943,31.111971
B6117,121.559433,31.230541
B6118,121.193581,31.44351
B6119,121.5812,31.244566
B6123,121.067886,31.087873
B6124,121.36805,31.095945
B6141,121.436974,31.33617
B6143,121.407654,31.238995
B6146,121.405563,31.017426
B6151,121.403465,31.061558
B6173,121.099213,31.062288
B6176,121.842598,31.453112
B6183,121.35289,31.142948
B6193,121.346779,31.828281
B6194,121.244072,31.388531
B6198,121.451225,31.096298
B6203,121.331566,30.736143
B6216,121.74279,31.04661
B6231,121.285568,31.006014
B6232,121.429688,31.113974
B6233,121.364807,31.208908
B6242,121.489655,31.145302
B6246,121.60125,31.203327
B6251,121.474464,31.220989
B6252,121.227959,31.192837
B6256,121.430382,31.299782
B6261,121.509377,31.281471
B6270,121.593452,31.268339
B6276,121.37281,31.10931
B6284,121.64624,31.284595
B6297,121.551529,31.271225
B6301,121.681602,31.259645
B6303,121.31472,31.406187
B6313,121.442413,31.211954
B6317,121.348305,31.713963
B6330,121.484581,31.306608
B6364,121.419479,31.044683
B6375,121.491028,31.22595
B6376,121.792946,31.489985
B6377,121.578636,31.268301
B6390,121.373375,31.309601
B6394,121.226189,31.023407
B6395,121.755951,31.148087
B6397,121.452644,30.970333
B6413,121.399544,31.007914
B6416,121.336845,31.349535
B6426,121.497116,31.381868
B6430,121.458145,31.178782
B6431,121.584602,31.276882
B6432,121.363991,31.248867
B6436,121.170418,31.184254
B6448,121.447296,30.842937
B6461,121.325294,31.787724
B6462,121.185776,31.186319
B6464,121.500565,31.178473
B6465,121.305771,31.150383
B6472,121.176224,31.181253
B6477,121.45549,31.227356
B6481,121.421387,31.194752
B6484,121.313431,31.237913
B6498,121.298462,31.358244
B6500,121.332642,30.725172
B6501,121.499496,31.403967
B6505,121.252342,31.367397
B6509,121.492233,31.144123
B6539,121.290428,31.029814
B6548,121.808517,31.496279
B6551,121.104286,31.187807
B6553,121.240723,31.019138
B6562,121.41584,31.255558
B6578,121.420235,31.383053
B6597,121.689903,31.20825
B6605,121.469658,31.271132
B6611,121.283569,31.178144
B6612,121.538666,31.1373
B6616,121.44313,31.36544
B6618,121.58445,31.098999
B6620,121.166237,31.173382
B6621,121.554817,31.637793
B6636,121.770668,30.980135
B6638,121.201859,31.371698
B6640,121.584167,31.254141
B6644,121.240196,31.106964
B6648,121.473358,31.22864
B6649,121.119118,31.356485
B6650,121.697449,30.930613
B6656,121.648071,31.073236
B6665,121.170425,30.889431
B6687,121.565948,31.257002
B6688,121.786308,30.9732
B6689,121.196144,31.325336
B6704,121.526619,31.327528
B6708,121.40023,31.101629
B6713,121.561661,31.236042
B6717,121.347878,30.881727
B6718,121.247795,31.373739
B6719,121.43045,31.142305
B6724,121.268806,31.203947
B6729,121.485077,31.368853
B6738,121.705284,31.188656
B6754,121.692581,31.160334
B6765,121.48748,30.871193
B6770,121.52816,31.221237
B6773,121.189468,31.08185
B6774,121.305855,30.96125
B6779,121.363243,31.187971
B6792,121.443771,31.28134
B6793,121.460052,30.920698
B6799,121.560112,31.246725
B6803,121.574585,31.160587
B6805,121.743088,30.8918
B6806,121.466927,31.23702
B6808,121.544052,31.273153
B6817,121.614807,31.269432
B6825,121.308151,31.209549
B6830,121.461815,31.116566
B6838,121.740273,31.059534
B6855,121.43927,31.0382
B6864,121.234589,31.368135
B6880,121.492996,31.61512
B6883,121.14238,31.15151
B6927,121.231972,31.234081
B6929,121.505417,31.298433
B6940,121.380814,31.070314
B6945,121.604523,31.036535
B6955,121.377403,31.170301
B6958,121.095436,31.146366
B6962,121.394089,31.06559
B6964,121.403961,31.207031
B6971,121.291939,31.132172
B6974,121.724861,30.9098
B6978,121.373924,31.114725
B6985,121.516289,31.614035
B6991,121.470474,31.234821
B6997,121.673737,31.164963
B7004,121.366951,31.217884
B7025,121.458374,30.832983
B7030,121.612663,31.205624
B7060,121.675858,31.535934
B7062,121.416023,31.252794
B7069,121.796509,31.57737
B7076,121.496742,31.215948
B7104,121.233421,31.086353
B7112,121.370514,31.369781
B7118,121.334137,31.436481
B7122,121.518143,31.223598
B7133,121.431931,31.291553
B7159,121.121727,31.01149
B7216,121.207047,31.152739
B7218,121.566399,31.262911
B7222,121.29689,31.205835
B7233,121.405472,31.366648
B7238,121.322937,30.926125
B7239,121.788391,30.923306
B7244,121.672905,30.9272
B7246,121.449944,31.39526
B7259,121.588181,31.120121
B7265,121.340302,31.229115
B7266,121.394432,31.629585
B7267,121.540833,31.100357
B7274,121.304306,31.042019
B7279,121.476959,31.270695
B7286,121.584724,31.224789
B7297,121.531334,31.276114
B7300,121.396896,31.261347
B7320,121.482368,30.915775
B7323,121.052925,31.099258
B7327,121.109299,31.194963
B7329,121.546364,31.286589
B7341,121.820488,31.326588
B7342,121.173508,31.382021
B7351,121.451729,31.031666
B7359,121.691589,31.058069
B7360,121.577637,31.112381
B7368,121.098091,31.160976
B7369,121.505211,31.069109
B7370,121.605568,31.127367
B7371,121.345802,31.158327
B7373,121.783981,31.089737
B7374,121.362495,31.138691
B7375,121.610023,31.301321
B7382,121.288864,31.268791
B7401,121.7799,31.108906
B7412,121.607201,31.059948
B7413,121.423195,31.202715
B7415,121.201881,31.330135
B7419,121.533218,31.298313
B7422,121.264854,31.107147
B7424,121.468285,30.920975
B7441,121.315681,31.343903
B7443,121.091682,31.215393
B7444,121.03933,31.012098
B7451,121.605476,31.261791
B7452,121.335388,31.086374
B7453,121.285942,31.170734
B7474,121.401649,31.415724
B7477,121.753082,30.974945
B7479,121.253906,31.170885
B7492,121.650574,31.123228
B7504,121.553741,31.227724
B7508,121.764771,31.209969
