Order_id,Spot_id,Shop_id,Pickup_time,Delivery_time,Num
E0084,B3435,S065,17:26,18:56,2
E0085,B4239,S065,12:06,13:36,1
E0086,B4587,S065,13:34,15:04,2
E0087,B4587,S065,16:31,18:01,1
E0088,B4587,S065,17:31,19:01,2
E0089,B4587,S065,17:59,19:29,3
E0090,B5067,S065,11:46,13:16,2
E0091,B5067,S065,12:36,14:06,2
E0092,B1424,S013,15:03,16:33,1
E0093,B0523,S065,12:13,13:43,3
E0094,B0523,S065,12:30,14:00,2
E0095,B0523,S065,12:50,14:20,2
E0096,B0523,S065,13:44,15:14,1
E0097,B0523,S065,18:06,19:36,3
E0098,B6676,S065,15:20,16:50,4
E0099,B0679,S065,11:39,13:09,4
E0100,B7544,S065,12:02,13:32,1
E0101,B7798,S065,11:55,13:25,1
E0102,B3148,S002,12:47,14:17,1
E0103,B1424,S013,18:09,19:39,1
E0104,B7798,S065,12:18,13:48,2
E0105,B7798,S065,15:01,16:31,2
E0106,B7798,S065,16:53,18:23,2
E0107,B7798,S065,17:12,18:42,2
E0108,B7798,S065,18:29,19:59,7
E0109,B8777,S065,17:48,19:18,1
E0110,B4673,S066,17:59,19:29,1
E0111,B5042,S066,17:28,18:58,1
E0112,B1958,S013,11:57,13:27,1
E0113,B3921,S067,13:10,14:40,12
E0114,B5456,S067,12:59,14:29,6
E0115,B9203,S067,13:10,14:40,15
E0116,B9203,S067,14:05,15:35,13
E0117,B3921,S068,16:26,17:56,1
E0118,B5456,S068,12:10,13:40,1
E0119,B5456,S068,17:28,18:58,1
E0120,B9203,S068,12:12,13:42,1
E0121,B9203,S068,12:18,13:48,4
E0122,B0227,S069,18:10,19:40,3
E0123,B1958,S013,16:44,18:14,1
E0124,B3300,S070,13:03,14:33,2
E0125,B8103,S070,15:20,16:50,1
E0126,B3045,S071,15:25,16:55,3
E0127,B5456,S072,14:40,16:10,5
E0128,B3921,S073,11:50,13:20,1
E0129,B5589,S073,13:07,14:37,2
E0130,B0955,S073,12:02,13:32,2
E0131,B1127,S074,14:18,15:48,1
E0132,B2063,S013,11:57,13:27,1
E0133,B0205,S074,17:36,19:06,4
E0134,B4834,S075,15:03,16:33,3
E0135,B7160,S075,12:51,14:21,1
E0136,B1582,S076,18:25,19:55,3
E0137,B3126,S076,17:15,18:45,2
E0138,B2775,S077,12:09,13:39,2
E0139,B3680,S077,13:32,15:02,3
E0140,B2302,S078,13:29,14:59,4
E0141,B2063,S013,13:22,14:52,1
E0142,B8604,S078,13:09,14:39,4
E0143,B2393,S079,18:16,19:46,2
E0144,B3680,S080,13:00,14:30,2
E0145,B6673,S080,14:18,15:48,2
E0146,B3425,S081,14:17,15:47,2
E0147,B4466,S081,15:18,16:48,1
E0148,B5902,S081,14:45,16:15,2
E0149,B3148,S013,17:58,19:28,1
E0150,B1275,S082,11:46,13:16,2
E0151,B2415,S082,17:01,18:31,2
E0152,B4342,S082,12:13,13:43,3
E0153,B6556,S082,16:08,17:38,3
E0154,B8321,S082,13:48,15:18,2
E0155,B2838,S083,15:44,17:14,1
E0156,B2838,S083,18:14,19:44,1
E0157,B1336,S084,14:45,16:15,2
E0158,B1336,S084,17:00,18:30,2
E0159,B0198,S085,14:27,15:57,2
E0160,B0318,S013,11:49,13:19,1
E0161,B1392,S086,14:23,15:53,1
E0162,B3802,S086,13:09,14:39,3
E0163,B5030,S086,14:50,16:20,2
E0164,B0914,S086,13:33,15:03,2
E0165,B1592,S087,17:44,19:14,5
E0166,B6398,S087,14:55,16:25,2
E0167,B8326,S087,11:42,13:12,2
E0168,B0095,S087,13:59,15:29,1
E0169,B1109,S088,13:30,15:00,14
E0170,B0203,S089,17:52,19:22,3
E0171,B4239,S013,12:07,13:37,1
E0172,B3515,S089,18:21,19:51,1
E0173,B3923,S090,12:28,13:58,2
E0174,B1558,S091,17:28,18:58,1
E0175,B2226,S092,16:49,18:19,2
E0176,B2784,S092,12:42,14:12,3
E0177,B4334,S092,12:35,14:05,5
E0178,B4855,S092,11:32,13:02,4
E0179,B6502,S092,11:35,13:05,3
E0180,B8221,S092,18:04,19:34,3
E0181,B4239,S013,12:50,14:20,1
E0182,B7054,S093,12:45,14:15,13
E0183,B7402,S093,17:37,19:07,4
E0184,B9053,S093,13:34,15:04,13
E0185,B1510,S094,17:35,19:05,2
E0186,B2086,S094,13:16,14:46,1
E0187,B8173,S094,12:03,13:33,1
E0188,B8173,S094,12:57,14:27,4
E0189,B8496,S094,13:29,14:59,2
E0190,B4239,S013,17:25,18:55,1
E0191,B8717,S094,12:11,13:41,3
E0192,B0655,S095,13:33,15:03,2
E0193,B2851,S096,14:50,16:20,1
E0194,B5223,S096,17:45,19:15,1
E0195,B1477,S097,12:35,14:05,2
E0196,B2226,S097,17:14,18:44,1
E0197,B4334,S097,18:25,19:55,3
E0198,B8173,S097,11:44,13:14,2
E0199,B0318,S002,16:20,17:50,2
E0200,B4855,S098,11:37,13:07,1
E0201,B8223,S098,14:32,16:02,2
E0202,B0425,S099,12:53,14:23,2
E0203,B6390,S099,12:24,13:54,2
E0204,B9158,S099,12:00,13:30,3
E0205,B5246,S100,13:04,14:34,3
E0206,B4964,S101,13:43,15:13,3
E0207,B5104,S101,11:45,13:15,2
E0208,B4658,S013,11:59,13:29,2
E0209,B8058,S101,14:08,15:38,2
E0210,B8058,S101,15:03,16:33,3
E0211,B8717,S101,18:14,19:44,1
E0212,B4334,S102,12:18,13:48,3
E0213,B4611,S102,12:00,13:30,1
E0214,B4991,S102,13:05,14:35,2
E0215,B2236,S103,13:02,14:32,1
E0216,B9135,S103,14:21,15:51,1
E0217,B2236,S104,16:35,18:05,2
E0218,B2851,S104,11:34,13:04,1
E0219,B4658,S013,12:08,13:38,1
E0220,B2851,S104,18:20,19:50,1
E0221,B0425,S104,12:13,13:43,1
E0222,B6776,S104,12:03,13:33,1
E0223,B8057,S105,12:53,14:23,2
E0224,B0579,S106,12:10,13:40,3
E0225,B9149,S106,17:42,19:12,4
E0226,B2086,S107,12:55,14:25,1
E0227,B4146,S108,15:44,17:14,2
E0228,B6540,S108,17:58,19:28,1
E0229,B8341,S108,12:49,14:19,3
E0230,B4658,S013,15:49,17:19,1
E0231,B2680,S109,15:21,16:51,4
E0232,B3306,S109,12:16,13:46,2
E0233,B3306,S109,12:58,14:28,2
E0234,B3616,S109,13:56,15:26,3
E0235,B5566,S109,12:49,14:19,2
E0236,B6278,S109,12:29,13:59,3
E0237,B6728,S109,18:24,19:54,3
E0238,B4658,S013,18:14,19:44,1
E0239,B7054,S109,11:59,13:29,2
E0240,B8393,S110,15:04,16:34,1
E0241,B4276,S111,17:41,19:11,1
E0242,B5441,S111,15:37,17:07,2
E0243,B2851,S112,12:20,13:50,1
E0244,B6827,S112,12:57,14:27,3
E0245,B9135,S112,13:06,14:36,1
E0246,B2229,S113,17:50,19:20,16
E0247,B2380,S113,12:57,14:27,15
E0248,B5067,S013,12:04,13:34,1
E0249,B0785,S113,15:23,16:53,23
E0250,B2068,S114,17:45,19:15,1
E0251,B2851,S114,17:03,18:33,1
E0252,B3053,S114,11:59,13:29,2
E0253,B6406,S114,12:34,14:04,2
E0254,B6406,S114,14:00,15:30,1
E0255,B8005,S114,14:06,15:36,1
E0256,B8754,S114,18:17,19:47,1
E0257,B8393,S115,15:40,17:10,2
E0258,B2170,S116,12:16,13:46,3
E0259,B5067,S013,13:15,14:45,1
E0260,B8511,S117,15:05,16:35,1
E0261,B8511,S117,16:09,17:39,1
E0262,B2746,S118,15:28,16:58,2
E0263,B8511,S118,13:52,15:22,1
E0264,B0986,S119,13:34,15:04,3
E0265,B1245,S120,15:28,16:58,1
E0266,B2236,S121,12:00,13:30,3
E0267,B2236,S121,12:05,13:35,1
E0268,B0425,S121,12:32,14:02,1
E0269,B6776,S121,12:28,13:58,1
E0270,B5067,S013,17:34,19:04,1
E0271,B6776,S121,14:29,15:59,1
E0272,B6776,S121,18:15,19:45,1
E0273,B6776,S121,18:16,19:46,1
E0274,B7757,S122,11:34,13:04,2
E0275,B2068,S123,12:09,13:39,3
E0276,B2068,S123,12:41,14:11,2
E0277,B2851,S123,11:32,13:02,2
E0278,B2851,S123,12:59,14:29,1
E0279,B2851,S123,18:28,19:58,5
E0280,B3209,S123,16:37,18:07,1
E0281,B5067,S013,18:15,19:45,1
E0282,B0425,S123,12:44,14:14,1
E0283,B0425,S123,15:35,17:05,1
E0284,B0425,S123,15:47,17:17,2
E0285,B6776,S123,11:42,13:12,1
E0286,B6776,S123,12:04,13:34,3
E0287,B6776,S123,12:42,14:12,1
E0288,B6776,S123,12:49,14:19,1
E0289,B6776,S123,13:42,15:12,1
E0290,B6776,S123,13:57,15:27,2
E0291,B6776,S123,14:34,16:04,1
E0292,B6676,S013,11:53,13:23,1
E0293,B6776,S124,12:45,14:15,1
E0294,B4534,S125,11:42,13:12,2
E0295,B1674,S126,16:54,18:24,4
E0296,B1674,S126,17:03,18:33,1
E0297,B1674,S126,18:20,19:50,1
E0298,B2068,S127,11:56,13:26,2
E0299,B2236,S127,11:38,13:08,2
E0300,B2236,S127,13:43,15:13,2
E0301,B2236,S127,18:18,19:48,1
E0302,B2851,S127,12:19,13:49,2
E0303,B5291,S002,13:10,14:40,2
E0304,B7074,S013,12:35,14:05,1
E0305,B0425,S127,14:37,16:07,2
E0306,B5223,S127,11:32,13:02,2
E0307,B5223,S127,12:20,13:50,3
E0308,B8242,S127,12:01,13:31,2
E0309,B2833,S128,14:58,16:28,4
E0310,B6776,S129,15:52,17:22,3
E0311,B4998,S130,16:18,17:48,1
E0312,B5076,S131,14:17,15:47,1
E0313,B1319,S132,18:17,19:47,2
E0314,B1671,S132,13:06,14:36,2
E0315,B6655,S132,12:35,14:05,2
E0316,B8959,S132,13:38,15:08,1
E0317,B5459,S133,13:33,15:03,2
E0318,B7358,S133,12:45,14:15,4
E0319,B7385,S133,17:06,18:36,10
E0320,B8057,S133,12:30,14:00,3
E0321,B2688,S134,17:42,19:12,2
E0322,B3934,S134,17:58,19:28,3
E0323,B4390,S134,14:04,15:34,3
E0324,B4390,S134,14:54,16:24,1
E0325,B4390,S134,16:57,18:27,4
E0326,B4390,S134,18:23,19:53,2
E0327,B0657,S134,17:10,18:40,3
E0328,B8959,S135,14:02,15:32,2
E0329,B3783,S136,13:10,14:40,2
E0330,B1513,S137,12:34,14:04,3
E0331,B0047,S137,17:40,19:10,5
E0332,B3934,S138,17:52,19:22,2
E0333,B3934,S138,18:06,19:36,3
E0334,B4020,S138,18:28,19:58,2
E0335,B0423,S138,12:38,14:08,2
E0336,B0423,S138,18:29,19:59,2
E0337,B4390,S138,11:57,13:27,2
E0338,B4390,S138,12:45,14:15,1
E0339,B4390,S138,12:46,14:16,1
E0340,B0657,S138,14:33,16:03,2
E0341,B4390,S139,11:55,13:25,4
E0342,B4390,S139,15:00,16:30,2
E0343,B4556,S140,11:57,13:27,1
E0344,B5431,S140,13:08,14:38,2
E0345,B4655,S141,15:04,16:34,2
E0346,B5300,S142,18:11,19:41,2
E0347,B5520,S142,11:33,13:03,2
E0348,B7227,S142,11:56,13:26,5
E0349,B3693,S143,12:37,14:07,1
E0350,B0421,S143,14:37,16:07,9
E0351,B1424,S014,17:40,19:10,1
E0352,B5943,S143,17:56,19:26,13
E0353,B6769,S143,11:40,13:10,12
E0354,B6769,S143,11:48,13:18,1
E0355,B6769,S143,14:15,15:45,12
E0356,B6769,S143,17:43,19:13,8
E0357,B7272,S143,18:21,19:51,1
E0358,B9040,S143,12:16,13:46,15
E0359,B6502,S144,12:35,14:05,1
E0360,B1115,S145,12:21,13:51,1
E0361,B1958,S014,11:36,13:06,2
E0362,B2380,S145,13:25,14:55,1
E0363,B2380,S145,18:03,19:33,2
E0364,B6849,S145,11:35,13:05,4
E0365,B8981,S145,15:12,16:42,3
E0366,B7776,S146,14:04,15:34,1
E0367,B8334,S146,13:44,15:14,6
E0368,B8959,S146,11:44,13:14,4
E0369,B5431,S147,12:29,13:59,2
E0370,B7227,S147,12:37,14:07,3
E0371,B8511,S147,13:12,14:42,3
E0372,B1958,S014,13:08,14:38,1
E0373,B4611,S148,15:02,16:32,3
E0374,B5300,S149,16:54,18:24,4
E0375,B6300,S149,12:21,13:51,4
E0376,B8981,S150,12:02,13:32,2
E0377,B0978,S151,14:47,16:17,3
E0378,B3053,S152,12:42,14:12,2
E0379,B1268,S153,11:58,13:28,23
E0380,B1268,S153,12:05,13:35,14
E0381,B1268,S153,13:38,15:08,1
E0382,B1268,S153,14:01,15:31,1
E0383,B3148,S014,12:21,13:51,2
E0384,B1268,S153,15:24,16:54,10
E0385,B1268,S153,16:07,17:37,3
E0386,B1674,S153,12:48,14:18,2
E0387,B2109,S153,12:48,14:18,3
E0388,B2109,S153,14:07,15:37,2
E0389,B2571,S153,14:40,16:10,1
E0390,B3095,S153,13:00,14:30,3
E0391,B3249,S153,12:35,14:05,3
E0392,B3406,S153,12:09,13:39,4
E0393,B3650,S153,16:00,17:30,2
E0394,B3654,S153,16:24,17:54,1
E0395,B0421,S153,12:57,14:27,15
E0396,B0421,S153,13:55,15:25,1
E0397,B0421,S153,16:59,18:29,11
E0398,B0421,S153,18:01,19:31,14
E0399,B4807,S153,11:53,13:23,15
E0400,B5047,S153,11:56,13:26,10
E0401,B5520,S153,11:46,13:16,1
E0402,B5520,S153,12:51,14:21,15
E0403,B7798,S002,13:23,14:53,1
E0404,B7074,S014,11:53,13:23,2
E0405,B5520,S153,13:05,14:35,12
E0406,B5520,S153,18:18,19:48,2
E0407,B5783,S153,18:07,19:37,3
E0408,B6300,S153,16:27,17:57,3
E0409,B6769,S153,13:21,14:51,14
E0410,B6769,S153,13:59,15:29,5
E0411,B7157,S153,12:53,14:23,1
E0412,B7157,S153,16:59,18:29,4
E0413,B7227,S153,12:09,13:39,10
E0414,B7794,S153,13:02,14:32,3
E0415,B0421,S154,17:07,18:37,2
E0416,B4991,S154,12:50,14:20,1
E0417,B5566,S154,15:12,16:42,2
E0418,B8981,S154,15:16,16:46,2
E0419,B5651,S155,15:14,16:44,2
E0420,B0602,S155,12:58,14:28,2
E0421,B8829,S156,13:14,14:44,1
E0422,B8829,S156,14:18,15:48,1
E0423,B1266,S157,12:03,13:33,13
E0424,B3202,S157,17:57,19:27,12
E0425,B5735,S157,14:51,16:21,14
E0426,B5946,S157,17:06,18:36,10
E0427,B0084,S157,17:06,18:36,15
E0428,B8690,S157,13:53,15:23,11
E0429,B8987,S157,14:01,15:31,10
E0430,B1746,S158,13:14,14:44,11
E0431,B1804,S158,12:57,14:27,12
E0432,B1804,S158,17:47,19:17,12
E0433,B1207,S015,15:48,17:18,1
E0434,B6495,S159,11:30,13:00,1
E0435,B0305,S160,12:08,13:38,4
E0436,B5520,S161,13:14,14:44,2
E0437,B6506,S161,16:13,17:43,2
E0438,B1011,S162,13:55,15:25,1
E0439,B1804,S162,12:59,14:29,1
E0440,B8511,S162,12:16,13:46,1
E0441,B9075,S162,13:43,15:13,1
E0442,B1207,S015,18:14,19:44,1
E0443,B1395,S163,12:17,13:47,13
E0444,B0188,S163,12:43,14:13,12
E0445,B2308,S163,14:04,15:34,10
E0446,B3202,S163,11:32,13:02,10
E0447,B3202,S163,12:11,13:41,12
E0448,B4697,S163,15:16,16:46,12
E0449,B5891,S163,15:58,17:28,1
E0450,B6066,S163,16:06,17:36,17
E0451,B7215,S163,16:26,17:56,15
E0452,B0971,S163,13:23,14:53,7
E0453,B2416,S164,13:23,14:53,1
E0454,B5076,S164,13:15,14:45,2
E0455,B5076,S164,13:20,14:50,2
E0456,B5520,S164,18:10,19:40,2
E0457,B7657,S164,17:14,18:44,2
E0458,B8259,S164,14:17,15:47,2
E0459,B8259,S165,18:22,19:52,1
E0460,B1268,S166,12:19,13:49,2
E0461,B1777,S166,15:06,16:36,3
E0462,B5765,S167,14:03,15:33,1
E0463,B8706,S168,11:52,13:22,2
E0464,B5520,S169,13:30,15:00,4
E0465,B5520,S170,17:04,18:34,1
E0466,B1777,S171,14:05,15:35,1
E0467,B7445,S171,11:52,13:22,1
E0468,B5103,S172,12:14,13:44,2
E0469,B1266,S173,15:02,16:32,2
E0470,B1424,S015,16:48,18:18,1
E0471,B4251,S174,12:31,14:01,3
E0472,B6849,S174,14:45,16:15,3
E0473,B6964,S174,17:29,18:59,4
E0474,B8896,S174,12:02,13:32,3
E0475,B8959,S175,13:31,15:01,5
E0476,B1846,S176,12:03,13:33,3
E0477,B4697,S176,12:36,14:06,5
E0478,B5891,S177,17:37,19:07,1
E0479,B5891,S178,15:05,16:35,1
E0480,B1424,S015,18:27,19:57,1
E0481,B2061,S179,18:20,19:50,3
E0482,B1842,S180,11:38,13:08,1
E0483,B1911,S181,13:34,15:04,2
E0484,B4392,S181,12:23,13:53,3
E0485,B4392,S181,17:38,19:08,1
E0486,B1499,S015,12:11,13:41,1
E0487,B6995,S181,13:09,14:39,1
E0488,B8086,S181,17:56,19:26,3
E0489,B1590,S182,12:24,13:54,2
E0490,B2624,S182,15:36,17:06,1
E0491,B3412,S182,13:01,14:31,1
E0492,B3835,S182,12:04,13:34,5
E0493,B3852,S182,17:54,19:24,2
E0494,B7191,S182,11:41,13:11,4
E0495,B8819,S182,12:11,13:41,2
E0496,B1400,S183,11:57,13:27,3
E0497,B1499,S015,13:15,14:45,1
E0498,B4509,S183,17:04,18:34,2
E0499,B5891,S183,16:34,18:04,5
E0500,B1268,S184,13:13,14:43,3
E0501,B3095,S184,12:24,13:54,4
E0502,B3095,S184,14:05,15:35,3
E0503,B3095,S184,17:40,19:10,3
E0504,B3249,S184,18:24,19:54,2
E0505,B3654,S184,15:54,17:24,1
E0506,B3866,S184,17:12,18:42,1
E0507,B0040,S184,11:41,13:11,1
E0508,B1499,S015,14:13,15:43,1
E0509,B0040,S184,12:36,14:06,1
E0510,B4164,S184,12:03,13:33,1
E0511,B0421,S184,13:57,15:27,2
E0512,B5047,S184,12:04,13:34,3
E0513,B5076,S184,15:44,17:14,5
E0514,B6154,S184,12:01,13:31,4
E0515,B6482,S184,11:41,13:11,4
E0516,B6506,S184,17:22,18:52,1
E0517,B0655,S184,14:51,16:21,2
E0518,B7657,S184,15:13,16:43,2
E0519,B1499,S015,15:48,17:18,2
E0520,B9208,S184,12:20,13:50,2
E0521,B9208,S184,14:06,15:36,3
E0522,B4512,S185,11:45,13:15,2
E0523,B4512,S185,12:07,13:37,3
E0524,B4512,S185,17:58,19:28,1
E0525,B4568,S185,12:06,13:36,1
E0526,B6446,S185,17:49,19:19,2
E0527,B1836,S186,18:28,19:58,1
E0528,B3313,S186,15:00,16:30,3
E0529,B1597,S015,12:35,14:05,1
E0530,B5765,S186,16:53,18:23,2
E0531,B6264,S186,17:07,18:37,2
E0532,B7036,S187,12:47,14:17,3
E0533,B2019,S188,13:04,14:34,2
E0534,B2019,S188,13:42,15:12,4
E0535,B3214,S188,18:07,19:37,3
E0536,B5174,S188,13:32,15:02,5
E0537,B2019,S189,15:47,17:17,2
E0538,B3214,S189,13:48,15:18,2
E0539,B1597,S015,16:19,17:49,10
E0540,B8848,S189,13:05,14:35,4
E0541,B8086,S190,13:57,15:27,1
E0542,B4369,S191,15:01,16:31,1
E0543,B0305,S192,11:45,13:15,4
E0544,B0305,S192,12:13,13:43,2
E0545,B1958,S015,11:36,13:06,2
E0546,B0305,S192,12:28,13:58,1
E0547,B0305,S192,13:34,15:04,2
E0548,B0305,S192,13:53,15:23,2
E0549,B0305,S192,14:30,16:00,4
E0550,B0305,S192,17:39,19:09,1
E0551,B0305,S192,18:00,19:30,4
E0552,B0305,S192,18:22,19:52,2
E0553,B1958,S015,11:47,13:17,1
E0554,B4745,S192,12:16,13:46,2
E0555,B6624,S192,11:43,13:13,1
E0556,B6624,S192,11:52,13:22,1
E0557,B1958,S015,12:15,13:45,6
E0558,B0381,S193,12:48,14:18,1
E0559,B4745,S193,13:55,15:25,2
E0560,B3835,S194,11:48,13:18,2
E0561,B1958,S015,12:29,13:59,5
E0562,B0548,S194,11:36,13:06,1
E0563,B4308,S195,12:13,13:43,2
E0564,B1389,S196,12:27,13:57,2
E0565,B4512,S196,15:26,16:56,4
E0566,B4512,S196,18:08,19:38,3
E0567,B6755,S196,13:58,15:28,1
E0568,B0689,S196,16:21,17:51,2
E0569,B1958,S015,12:52,14:22,3
E0570,B7129,S196,15:43,17:13,3
E0571,B8742,S196,17:14,18:44,3
E0572,B6212,S197,14:22,15:52,2
E0573,B6212,S197,18:19,19:49,1
E0574,B0137,S198,17:31,19:01,2
E0575,B1746,S198,18:21,19:51,2
E0576,B2019,S198,18:05,19:35,2
E0577,B3214,S198,12:59,14:29,2
E0578,B1958,S015,13:52,15:22,1
E0579,B3835,S198,16:12,17:42,3
E0580,B3835,S198,17:10,18:40,2
E0581,B5873,S198,15:38,17:08,6
E0582,B7817,S198,12:58,14:28,1
E0583,B7921,S199,12:21,13:51,4
E0584,B6212,S200,11:47,13:17,2
E0585,B1842,S201,12:21,13:51,1
E0586,B1842,S201,18:10,19:40,1
E0587,B2449,S201,14:58,16:28,4
E0588,B1958,S015,14:08,15:38,2
E0589,B0305,S201,11:39,13:09,1
E0590,B0305,S201,12:05,13:35,2
E0591,B0381,S201,12:40,14:10,1
E0592,B4512,S201,12:04,13:34,1
E0593,B4745,S201,11:35,13:05,1
E0594,B4745,S201,12:06,13:36,1
E0595,B7825,S201,11:39,13:09,1
E0596,B8606,S201,12:01,13:31,1
E0597,B1958,S015,14:31,16:01,1
E0598,B8987,S201,17:45,19:15,1
E0599,B2483,S202,12:59,14:29,8
E0600,B5173,S202,11:37,13:07,5
E0601,B1958,S015,16:23,17:53,1
E0602,B6860,S202,18:01,19:31,2
E0603,B7686,S202,11:56,13:26,5
E0604,B0305,S203,12:54,14:24,7
E0605,B8606,S203,14:21,15:51,10
E0606,B0357,S204,17:09,18:39,2
E0607,B8706,S204,17:13,18:43,2
E0608,B3412,S205,13:19,14:49,2
E0609,B2571,S206,18:23,19:53,2
E0610,B1958,S015,17:57,19:27,1
E0611,B3650,S206,18:09,19:39,3
E0612,B5505,S206,17:41,19:11,4
E0613,B1804,S207,12:26,13:56,1
E0614,B1804,S207,13:30,15:00,1
E0615,B1804,S207,13:48,15:18,1
E0616,B0225,S207,15:28,16:58,6
E0617,B4899,S207,11:55,13:25,2
E0618,B6832,S207,12:19,13:49,2
E0619,B3095,S208,12:00,13:30,1
E0620,B1958,S015,18:05,19:35,1
E0621,B3095,S208,17:44,19:14,3
E0622,B1224,S209,13:28,14:58,1
E0623,B3095,S209,14:57,16:27,1
E0624,B5438,S209,12:09,13:39,1
E0625,B5438,S209,18:08,19:38,1
E0626,B5438,S209,18:23,19:53,1
E0627,B8006,S209,13:31,15:01,2
E0628,B6832,S210,12:33,14:03,2
E0629,B2063,S015,11:48,13:18,13
E0630,B1266,S211,13:03,14:33,3
E0631,B1432,S211,11:50,13:20,12
E0632,B4512,S211,11:59,13:29,17
E0633,B4512,S211,15:23,16:53,1
E0634,B4512,S211,18:07,19:37,13
E0635,B2063,S015,12:08,13:38,1
E0636,B5173,S211,14:07,15:37,18
E0637,B1568,S212,12:32,14:02,5
E0638,B4899,S212,16:25,17:55,3
E0639,B7397,S212,14:09,15:39,3
E0640,B0918,S212,16:19,17:49,2
E0641,B2063,S015,12:23,13:53,2
E0642,B1691,S213,17:58,19:28,3
E0643,B0381,S213,17:32,19:02,1
E0644,B7916,S213,17:17,18:47,1
E0645,B7916,S213,17:37,19:07,1
E0646,B5793,S214,14:05,15:35,2
E0647,B8544,S214,12:07,13:37,1
E0648,B2813,S215,17:17,18:47,4
E0649,B2063,S015,12:44,14:14,2
E0650,B3835,S215,12:04,13:34,1
E0651,B1350,S216,17:54,19:24,1
E0652,B2920,S216,18:23,19:53,1
E0653,B1310,S217,12:24,13:54,3
E0654,B1443,S217,16:31,18:01,2
E0655,B2978,S217,16:08,17:38,2
E0656,B3214,S217,14:20,15:50,4
E0657,B3914,S217,15:12,16:42,2
E0658,B4059,S217,13:26,14:56,3
E0659,B4509,S217,12:03,13:33,1
E0660,B2063,S015,12:48,14:18,4
E0661,B0472,S217,11:49,13:19,2
E0662,B4849,S217,14:20,15:50,4
E0663,B5103,S217,13:13,14:43,3
E0664,B6025,S217,12:20,13:50,2
E0665,B1060,S218,13:49,15:19,1
E0666,B1710,S218,12:58,14:28,2
E0667,B2167,S218,12:47,14:17,3
